1518,"HAZARD","Lane Closed","Av. Libertador Bernardo O'Higgins","Santiago","Pista izquierda, obras ciclovía",-33.446052,-70.658586
1519,"JAM","Standstill Traffic","Teatinos","Santiago","Gonzazul",-33.440389,-70.655118
1520,"JAM","Traffic Jam","Av. Manuel Rodríguez","Santiago","Santi08M",-33.454483,-70.657709
1521,"JAM","Standstill Traffic","Av. Manuel Antonio Matta","Santiago","Enzo_Troncoso",-33.460062,-70.654087
1522,"JAM","Traffic Jam","Av. Manuel Antonio Matta","Santiago",,-33.45955,-70.649729
1523,"HAZARD","Lane Closed","Av. Libertador Bernardo O'Higgins","Santiago","Pista izquierda, obras ciclovía",-33.446526,-70.660719
1524,"HAZARD","Lane Closed","Av. Libertador Bernardo O'Higgins","Santiago","Pista izquierda, obras ciclovía",-33.44494,-70.656352
1525,"JAM","Heavy Traffic","San Ignacio de Loyola","Santiago","world_2vdrt4uk",-33.45818,-70.655612
1526,"HAZARD","Lane Closed","Av. Libertador Bernardo O'Higgins","Santiago","Pista izquierda, obras ciclovía",-33.445776,-70.660096
1547,"ROAD_CLOSED","Road Closed","Quilicura","Conchalí","Gasparfox",-33.381421,-70.682666
1548,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.391009,-70.674989
1549,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.390777,-70.675194
1550,"JAM","Traffic Jam","Autopista Central",,,-33.38987,-70.689497
1551,"JAM","Traffic Jam","Puerto Montt","Renca","world_34chmt16",-33.392742,-70.689998
1552,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.391795,-70.674506
1553,"HAZARD","Pothole","Luis Galdames","Independencia",,-33.407137,-70.672337
1554,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.392276,-70.674236
1555,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.390051,-70.675776
1556,"ROAD_CLOSED","Road Closed","Av. Fermín Vivaceta","Conchalí","Gasparfox",-33.384766,-70.680232
1557,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.391343,-70.674781
1558,"JAM","Standstill Traffic","Av. Dorsal","Renca","EpilefNamzug",-33.39992,-70.696287
1559,"JAM","Standstill Traffic","Autopista Central - Eje Gral. Velásquez",,"CarlosDanielBaeza",-33.385744,-70.697285
1560,"JAM","Traffic Jam","Fresia","Renca","worldweb_sgjfeffn",-33.394233,-70.694045
1561,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.395135,-70.672368
1562,"HAZARD","Traffic Light Fault","Teniente Ponce","Conchalí","EpilefNamzug",-33.393349,-70.673383
1563,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.396267,-70.671402
1564,"JAM","Heavy Traffic","Autopista Central",,,-33.383325,-70.692451
1565,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.395803,-70.671848
1566,"ROAD_CLOSED","Road Closed","Bartolomé Mandujano","Conchalí","ElFresh92",-33.397073,-70.670914
1567,"HAZARD","Car Stopped on Shoulder","Av. Dorsal","Conchalí",,-33.39936,-70.671635
1568,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.395503,-70.672108
1569,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.394031,-70.673132
1570,"HAZARD","Pothole","Av. Dorsal","Conchalí",,-33.39949,-70.672169
1571,"ROAD_CLOSED","Road Closed","El Pino","Conchalí","Gasparfox",-33.383031,-70.68181
1572,"JAM","Heavy Traffic","Av. Dorsal","Renca","EpilefNamzug",-33.399949,-70.695487
1573,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.396926,-70.670756
1574,"ROAD_CLOSED","Road Closed","Av. Independencia",,"Gasparfox",-33.383031,-70.68181
1575,"JAM","Heavy Traffic","Av. Dorsal","Renca","EpilefNamzug",-33.400227,-70.697806
1576,"HAZARD","Pothole","Costa Rica","Independencia",,-33.404513,-70.675955
1577,"HAZARD","Pothole","Puerto Montt","Renca",,-33.394063,-70.693222
1578,"JAM","Standstill Traffic","Autopista Central",,"AlbertoGM2870",-33.389566,-70.689637
1579,"HAZARD","Pothole","Puerto Montt","Renca",,-33.394055,-70.693314
1580,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.39572,-70.671918
1581,"HAZARD","Pothole","Puerto Montt","Renca","world_pkkkvd3p",-33.39392,-70.691863
1582,"ROAD_CLOSED","Road Closed","Av. Independencia",,"Gasparfox",-33.382259,-70.682391
1583,"HAZARD","Pothole","Vecinal","Conchalí",,-33.385365,-70.675682
1584,"POLICE","Police with Mobile Camera","Av. Dorsal","Renca","worldweb_n2i7cpnq",-33.400138,-70.694369
1585,"ROAD_CLOSED","Road Closed","Negrete","Conchalí","Gasparfox",-33.396267,-70.671402
1586,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.389988,-70.67584
1587,"ROAD_CLOSED","Road Closed","Av. Independencia",,"Gasparfox",-33.381467,-70.682818
1588,"POLICE","Police with Mobile Camera","Av. Dorsal","Renca","worldweb_n2i7cpnq",-33.400621,-70.692618
1589,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.393395,-70.673548
1590,"HAZARD","Pothole","Puerto Montt","Renca","tiangub",-33.394013,-70.693792
1591,"ROAD_CLOSED","Road Closed","Av. Independencia",,"Gasparfox",-33.384504,-70.680456
1592,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.388947,-70.677101
1593,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.392827,-70.673901
1594,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.397088,-70.670678
1595,"ROAD_CLOSED","Road Closed","Av. Independencia",,"Gasparfox",-33.383685,-70.681238
1596,"HAZARD","Car Stopped on Shoulder","Av. Presidente Eduardo Frei Montalva","Conchalí",,-33.388377,-70.690552
1597,"CHIT_CHAT","Chit-Chat","Av. Dorsal","Renca","world_m0g8jqwu",-33.400706,-70.699004
1598,"HAZARD","Pothole","Fresia","Renca","tiangub",-33.39443,-70.693989
1600,"ROAD_CLOSED","Road Closed","Av. Independencia",,"Gasparfox",-33.384003,-70.680889
1601,"JAM","Heavy Traffic","Av. Dorsal","Renca","EpilefNamzug",-33.400534,-70.692864
1603,"ROAD_CLOSED","Road Closed","El Pino","Conchalí","Gasparfox",-33.382993,-70.681648
1604,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.390448,-70.675448
1605,"JAM","Standstill Traffic","Puerto Montt","Renca","world_zs1f9hk6",-33.393455,-70.690957
1607,"JAM","Standstill Traffic","Autopista Central - Eje Gral. Velásquez",,,-33.380853,-70.694351
1608,"CHIT_CHAT","Chit-Chat","Av. Dorsal","Renca","world_zmb6c6um",-33.400519,-70.697939
1609,"JAM","Standstill Traffic","Autopista Central",,"helpdeskvideo",-33.394503,-70.686909
1610,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.388526,-70.677877
1611,"JAM","Standstill Traffic","Autopista Central - Eje Gral. Velásquez",,"CarlosDanielBaeza",-33.387532,-70.698162
1612,"ROAD_CLOSED","Road Closed","Av. Fermín Vivaceta","Conchalí","Gasparfox",-33.385238,-70.679925
1613,"ROAD_CLOSED","Road Closed","Av. Independencia","Conchalí","Gasparfox",-33.394605,-70.672736
1614,"CHIT_CHAT","Chit-Chat","Av. Dorsal","Renca","world_m0g8jqwu",-33.399918,-70.696222
1655,"JAM","Traffic Jam","Ruta 78",,"world_yt479gwi",-33.499916,-70.795778
1676,"JAM","Heavy Traffic","Av. Lo Espejo","Lo Espejo","world_o4lgu5wv",-33.538998,-70.685901
1677,"JAM","Standstill Traffic","Av. Lo Espejo > Poniente",,"SoyCopiloto",-33.537968,-70.686425
1678,"JAM","Standstill Traffic","Av. Américo Vespucio","La Cisterna","world_jf1trdbe",-33.532429,-70.680774
1679,"JAM","Heavy Traffic","Av. Américo Vespucio","La Cisterna",,-33.53343,-70.676481
1680,"JAM","Traffic Jam","Av. Américo Vespucio","Lo Espejo","world_jf1trdbe",-33.531655,-70.682905
1681,"JAM","Heavy Traffic","Av. Américo Vespucio","Lo Espejo",,-33.532147,-70.681627
1682,"CHIT_CHAT","Chit-Chat","Av. Américo Vespucio","Lo Espejo","GonzaloRamL",-33.531179,-70.683916
1683,"JAM","Standstill Traffic","Autopista Vespucio Sur",,,-33.531657,-70.682575
1684,"JAM","Heavy Traffic","Av. Lo Espejo","Lo Espejo","world_o4lgu5wv",-33.535475,-70.695327
1685,"JAM","Standstill Traffic","Av. Lo Espejo","Lo Espejo","SoyCopiloto",-33.538096,-70.688142
1686,"JAM","Standstill Traffic","Autopista Vespucio Sur",,,-33.535044,-70.672356
1687,"HAZARD","Car Stopped on Shoulder","Salida 12-S > General Velásquez / Las Acacias","San Bernardo","orlandojjr",-33.548842,-70.699198
1688,"JAM","Heavy Traffic","Gran Avenida José Miguel Carrera","El Bosque",,-33.550924,-70.672505
1689,"JAM","Traffic Jam","Av. Ochagavía","El Bosque","world_opvzaj1l",-33.543222,-70.687185
1690,"ROAD_CLOSED","Road Closed","Central","El Bosque","LUCHINESBOSS",-33.550736,-70.687659
1691,"JAM","Standstill Traffic","Autopista Vespucio Sur",,,-33.533761,-70.676588
1692,"JAM","Heavy Traffic","Av. Américo Vespucio","Lo Espejo",,-33.530892,-70.684464
1693,"POLICE","Police","Av. Lo Espejo","Lo Espejo","feliperacing",-33.536636,-70.692148
1694,"HAZARD","Car Stopped on Shoulder","Gran Avenida José Miguel Carrera","El Bosque","NicolasAlfredoCayulIbarra",-33.553691,-70.674522
1695,"ROAD_CLOSED","Road Closed","Central","El Bosque","LUCHINESBOSS",-33.550894,-70.687153
1716,"POLICE","Police","Av. Virginia Subercaseaux","Pirque",,-33.638853,-70.581765
1717,"JAM","Heavy Traffic","Camino El Cruceral","Pirque","Pauli77Cool",-33.648643,-70.603232
1718,"JAM","Heavy Traffic","Av. Virginia Subercaseaux","Pirque",,-33.638647,-70.581225
1739,"HAZARD","Car Stopped on Shoulder","Ruta 78",,,-33.584991,-70.845702
1740,"HAZARD","Car Stopped on Shoulder","Ruta 78",,,-33.588034,-70.845024
1761,"JAM","Standstill Traffic","Autopista Vespucio Norte",,,-33.381846,-70.642641
1762,"HAZARD","Pothole","Muñoz Gamero","Recoleta",,-33.400194,-70.655711
1763,"HAZARD","Pothole","Av. Guanaco","Conchalí",,-33.397429,-70.65776
1764,"HAZARD","Pothole","La Palmilla","Conchalí","Patku39",-33.3881,-70.669237
1765,"HAZARD","Pothole","Av. Guanaco","Recoleta",,-33.4024,-70.657778
1766,"HAZARD","Pothole","Urmeneta","Recoleta","Patku39",-33.3939,-70.655347
1767,"HAZARD","Pothole","Universidad de Chile","Recoleta",,-33.396003,-70.656085
1768,"POLICE","Police","Av. Einstein","Recoleta","world_qy7myxot",-33.402901,-70.657422
1769,"HAZARD","Pothole","Av. Einstein","Recoleta",,-33.403233,-70.661672
1770,"HAZARD","Roadkill","Av. Einstein","Recoleta",,-33.40305,-70.660147
1771,"HAZARD","Pothole","Leoncio Villablanca","Recoleta",,-33.389243,-70.642908
1772,"HAZARD","Construction","Av. Independencia","Independencia","521e68cff1dc493eba44ec467bd4b69b",-33.402929,-70.664051
1773,"HAZARD","Pothole","Urmeneta","Recoleta","Patku39",-33.393892,-70.656825
1774,"HAZARD","Pothole","La Palmilla","Conchalí","Patku39",-33.38682,-70.669561
1775,"JAM","Heavy Traffic","Av. Einstein","Recoleta",,-33.405668,-70.643566
1816,"JAM","Standstill Traffic","Av. Concha y Toro","Pirque",,-33.635272,-70.573119
1817,"JAM","Heavy Traffic","Av. Virginia Subercaseaux","Pirque","paraya01",-33.635897,-70.574016
1838,"JAM","Traffic Jam","Av. Irarrázaval","Ñuñoa","world_s85lex0x",-33.453401,-70.620343
1839,"JAM","Standstill Traffic","Av. Vicuña Mackenna","Santiago",,-33.442002,-70.633982
1840,"JAM","Heavy Traffic","Av. Salvador","Ñuñoa",,-33.452874,-70.620792
1841,"JAM","Standstill Traffic","Manuel Montt","Providencia","FelixQNinja",-33.445818,-70.6141
1842,"JAM","Standstill Traffic","Av. Vicuña Mackenna","Santiago",,-33.446754,-70.632568
1843,"CHIT_CHAT","Chit-Chat","Av. Vicuña Mackenna","Santiago","elvergas21",-33.441631,-70.634093
1844,"JAM","Heavy Traffic","Santa Isabel","Providencia","fquiroz1973",-33.446863,-70.628363
1845,"JAM","Standstill Traffic","Santa Isabel","Providencia","arielpd",-33.447257,-70.631232
1846,"JAM","Traffic Jam","Miguel Claro","Providencia",,-33.440629,-70.61812
1847,"HAZARD","Construction","Elena Blanco","Providencia",,-33.440765,-70.617678
1848,"JAM","Heavy Traffic","Av. Irarrázaval","Ñuñoa","PavloSeele",-33.453465,-70.611863
1849,"JAM","Heavy Traffic","General Bustamante","Providencia",,-33.443393,-70.630866
1850,"JAM","Standstill Traffic","General Bustamante","Providencia",,-33.446613,-70.630677
1851,"JAM","Heavy Traffic","José Manuel Infante","Providencia",,-33.444772,-70.619558
1852,"JAM","Heavy Traffic","Av. Francisco Bilbao","Providencia","anonimo707Meow",-33.442658,-70.630499
1853,"HAZARD","Pothole","Julio Prado","Providencia",,-33.441837,-70.62225
1854,"POLICE","Police","Carlos Dittborn","Ñuñoa",,-33.465963,-70.618044
1855,"JAM","Standstill Traffic","Av. Irarrázaval","Ñuñoa",,-33.452426,-70.629335
1856,"JAM","Heavy Traffic","Av. Vicuña Mackenna","Santiago","Panchoepp",-33.444653,-70.633195
1857,"JAM","Heavy Traffic","Santa Isabel","Providencia",,-33.447052,-70.629711
1858,"HAZARD","Car Stopped on Shoulder","Marín","Santiago",,-33.445507,-70.633336
1859,"JAM","Heavy Traffic","Monseñor Eyzaguirre","Ñuñoa","EduardoOlateLol",-33.455624,-70.61393
1860,"JAM","Heavy Traffic","Av. Manuel Antonio Matta","Santiago",,-33.456,-70.632662
1861,"JAM","Heavy Traffic","General Bustamante","Ñuñoa",,-33.452726,-70.629038
1862,"JAM","Heavy Traffic","Av. Vicuña Mackenna","Providencia","tito02608",-33.444131,-70.633102
1863,"JAM","Standstill Traffic","Santa Isabel","Santiago","arielpd",-33.448832,-70.637615
1864,"HAZARD","Car Stopped on Shoulder","Carlos Dittborn","Ñuñoa",,-33.466864,-70.623945
1865,"HAZARD","Pothole","General Bustamante","Providencia",,-33.447302,-70.630263
1866,"HAZARD","Road Hazard","Santa Victoria","Santiago",,-33.447363,-70.636373
1867,"JAM","Heavy Traffic","General Bustamante","Ñuñoa",,-33.451245,-70.62943
1868,"JAM","Heavy Traffic","Manuel Montt","Providencia",,-33.445667,-70.614138
1869,"JAM","Standstill Traffic","José Domingo Cañas","Ñuñoa",,-33.455092,-70.625616
1870,"JAM","Traffic Jam","República de Israel","Ñuñoa",,-33.460907,-70.615255
1871,"JAM","Heavy Traffic","Av. Rancagua","Providencia",,-33.440942,-70.630239
1872,"HAZARD","Pothole","Fresia","Providencia",,-33.447581,-70.623378
1873,"JAM","Heavy Traffic","Av. Salvador","Ñuñoa",,-33.452278,-70.620965
1874,"JAM","Heavy Traffic","Diagonal Paraguay","Santiago","jheas23",-33.443156,-70.638416
1875,"POLICE","Police","General Bustamante","Providencia",,-33.441634,-70.631237
1876,"JAM","Heavy Traffic","Av. Vicuña Mackenna","Santiago","claudiogolf1",-33.440992,-70.634275
1877,"CHIT_CHAT","Chit-Chat","Fray Camilo Henríquez","Santiago","world_ir5uwujf",-33.451915,-70.633299
1878,"HAZARD","Car Stopped on Shoulder","Av. Manuel Antonio Matta","Santiago",,-33.457375,-70.639226
1879,"JAM","Heavy Traffic","Av. Marathon","Ñuñoa",,-33.462089,-70.615125
1880,"JAM","Standstill Traffic","Manuel Montt","Providencia","AnaTapiaFlores",-33.444208,-70.614469
1881,"JAM","Standstill Traffic","Marín","Providencia","principe2Peaceful",-33.44473,-70.629626
1882,"HAZARD","Car Stopped on Shoulder","Carmen","Santiago","grillopobre",-33.45899,-70.639152
1883,"JAM","Heavy Traffic","Av. Grecia","Ñuñoa",,-33.46172,-70.61624
1884,"HAZARD","Construction","Julio Prado","Providencia",,-33.440255,-70.622719
1885,"JAM","Standstill Traffic","Sucre","Ñuñoa","AnaTapiaFlores",-33.450262,-70.621319
1886,"JAM","Heavy Traffic","Av. Manuel Antonio Matta","Ñuñoa",,-33.455379,-70.628919
1887,"JAM","Heavy Traffic","General Bustamante","Providencia",,-33.445231,-70.63106
1888,"JAM","Heavy Traffic","Av. Grecia","Ñuñoa",,-33.46168,-70.616799
1889,"JAM","Standstill Traffic","Av. Grecia","Ñuñoa",,-33.462089,-70.610487
1890,"JAM","Heavy Traffic","Av. Rancagua","Providencia",,-33.440635,-70.628772
1891,"POLICE","Police","Caupolicán","Ñuñoa",,-33.447997,-70.622409
1892,"JAM","Standstill Traffic","Av. Rancagua","Providencia",,-33.440722,-70.629179
1913,"HAZARD","Pothole","Cordillera de Los Andes","Maipú",,-33.485394,-70.763978
1914,"HAZARD","Pothole","Cordillera de Los Andes","Maipú",,-33.488266,-70.768921
1915,"HAZARD","Pothole","Cordillera de Los Andes","Maipú",,-33.487014,-70.766781
1916,"HAZARD","Pothole","Cordillera de Los Andes","Maipú",,-33.485588,-70.764305
1917,"JAM","Heavy Traffic","Autopista Vespucio Norte",,"world_8fxc2hma",-33.470584,-70.760809
1918,"JAM","Traffic Jam","Ruta 78",,,-33.493383,-70.767005
1919,"HAZARD","Pothole","Cordillera de Los Andes","Maipú",,-33.489133,-70.77038
1920,"HAZARD","Pothole","Cordillera de Los Andes","Maipú",,-33.485005,-70.763257
1921,"HAZARD","Pothole","El Molino","Maipú","Aivar_vivirarte",-33.488109,-70.765776
1922,"HAZARD","Pothole","Cóndores de Chile","Maipú","Aivar_vivirarte",-33.487175,-70.766979
1923,"JAM","Heavy Traffic","Av. Argentina","Maipú",,-33.49864,-70.760943
1924,"ROAD_CLOSED","Road Closed","Salida > El Rosal",,"Gasparfox",-33.492763,-70.763336
1925,"HAZARD","Pothole","Av. La Farfana",,,-33.489252,-70.77478
1926,"JAM","Standstill Traffic","Ruta 78",,"Cronomix",-33.493067,-70.766407
1927,"HAZARD","Pothole","Cordillera de Los Andes","Maipú",,-33.486134,-70.765228
1928,"HAZARD","Pothole","Cordillera de Los Andes","Maipú",,-33.488712,-70.769632
1929,"JAM","Heavy Traffic","Av. Américo Vespucio","Maipú",,-33.471501,-70.760448
1930,"HAZARD","Pothole","Claudio Arrau","Maipú","adaman_kore",-33.491531,-70.764039
1951,"JAM","Heavy Traffic","Av. San Ignacio","Padre Hurtado","FabricioGajardo",-33.574469,-70.815745
1952,"HAZARD","Pothole","Tercera Avenida","Santa Rosa de Chena",,-33.566269,-70.792052
1953,"ROAD_CLOSED","Road Closed","Av. Santa Leonor","Padre Hurtado","ElFresh92",-33.562795,-70.807189
1954,"JAM","Heavy Traffic","Av. San Ignacio","Padre Hurtado","FabricioGajardo",-33.57252,-70.817513
1955,"POLICE","Police","Brasilia","Santa Rosa de Chena",,-33.563917,-70.801935
1956,"ROAD_CLOSED","Road Closed","Av. Santa Leonor","Padre Hurtado","ElFresh92",-33.560919,-70.809294
1977,"POLICE","Police","Autopista Vespucio Norte",,,-33.387794,-70.634161
1978,"JAM","Heavy Traffic","Av. Recoleta","Huechuraba","dgacitua",-33.380899,-70.6395
1979,"JAM","Heavy Traffic","Autopista Vespucio Oriente",,"mrojasc81",-33.396183,-70.611076
1980,"JAM","Standstill Traffic","Autopista Vespucio Norte",,,-33.396679,-70.618804
1981,"JAM","Standstill Traffic","Autopista Vespucio Norte",,,-33.393918,-70.625018
1982,"JAM","Traffic Jam","Autopista Vespucio Norte",,,-33.389964,-70.631188
1983,"JAM","Standstill Traffic","Autopista Vespucio Oriente",,"pilotoB787",-33.397796,-70.61307
1984,"HAZARD","Pothole","Providencia - Vitacura - Kennedy por Túnel San Cristóbal",,,-33.394889,-70.62375
1985,"HAZARD","Pothole","María del Pilar","Recoleta","el-aba",-33.391235,-70.634978
2006,"JAM","Standstill Traffic","Alejandro Guzmán","El Bosque","AlvaroBastianDuarte",-33.554712,-70.669812
2007,"JAM","Heavy Traffic","La Granja","La Cisterna","world_fb9jm9r3",-33.533983,-70.649493
2008,"HAZARD","Pothole","Pasaje 1 Sur","El Bosque",,-33.552797,-70.65711
2009,"HAZARD","Pothole","Aviadores","El Bosque",,-33.553916,-70.657572
2010,"ROAD_CLOSED","Road Closed","Av. Ossa","La Cisterna","kan0n1",-33.538878,-70.664578
2011,"ROAD_CLOSED","Road Closed","Ernesto Riquelme","La Cisterna","Gasparfox",-33.545833,-70.667899
2012,"JAM","Standstill Traffic","La Granja","La Cisterna",,-33.534899,-70.649756
2013,"ROAD_CLOSED","Road Closed","Av. Ossa","La Cisterna","kan0n1",-33.539187,-70.663019
2014,"JAM","Heavy Traffic","Av. Américo Vespucio","La Cisterna",,-33.536822,-70.666875
2015,"JAM","Traffic Jam","Av. Ossa","San Ramón",,-33.54152,-70.650874
2016,"JAM","Standstill Traffic","Salida 33 > Gran Avenida",,"world_jf1trdbe",-33.535778,-70.66978
2017,"JAM","Traffic Jam","Av. Peró","La Cisterna","kilroychile",-33.543286,-70.655791
2018,"JAM","Standstill Traffic","Brisas del Maipo","La Cisterna","KingVarCool",-33.532856,-70.66434
2019,"JAM","Heavy Traffic","Julio Covarrubias","La Cisterna","world_fb9jm9r3",-33.543256,-70.657922
2020,"JAM","Heavy Traffic","Paso Inferior La Bandera","San Ramón","PatrickJMS",-33.540613,-70.642906
2021,"JAM","Standstill Traffic","Av. Américo Vespucio","La Cisterna",,-33.538379,-70.659228
2022,"JAM","Standstill Traffic","Autopista Vespucio Sur",,"world_v5f6c8t1",-33.538669,-70.659351
2023,"CHIT_CHAT","Chit-Chat","Gran Avenida José Miguel Carrera","La Cisterna","world_aqtjwsuf",-33.531787,-70.66277
2088,"JAM","Standstill Traffic","Ruta G-30 / Camino a Lonquén",,"MauroBoccardo90",-33.573453,-70.768774
2089,"JAM","Standstill Traffic","Ruta G-30 / Camino a Lonquén",,"MauroBoccardo90",-33.567342,-70.764118
2090,"JAM","Standstill Traffic","Ruta G-30 / Camino a Lonquén",,"MauroBoccardo90",-33.57425,-70.769496
2091,"JAM","Standstill Traffic","Ruta G-30 / Camino a Lonquén",,"MauroBoccardo90",-33.572538,-70.76795
2092,"JAM","Standstill Traffic","Ruta G-30 / Camino a Lonquén",,"MauroBoccardo90",-33.576429,-70.771341
2093,"JAM","Standstill Traffic","Ruta G-30 / Camino a Lonquén",,"MauroBoccardo90",-33.5762,-70.771157
2121,"JAM","Heavy Traffic","Av. Grecia","Ñuñoa","Maxfedeanais",-33.462217,-70.605724
2122,"JAM","Heavy Traffic","Av. José Pedro Alessandri","Ñuñoa",,-33.458076,-70.597851
2123,"POLICE","Police","Av. Pedro de Valdivia","Ñuñoa",,-33.467292,-70.606708
2124,"JAM","Standstill Traffic","Av. José Pedro Alessandri","Ñuñoa",,-33.456854,-70.597799
2125,"JAM","Heavy Traffic","Av. Irarrázaval","Ñuñoa",,-33.455508,-70.590013
2126,"JAM","Heavy Traffic","Av. Los Leones","Providencia",,-33.443562,-70.599396
2127,"JAM","Heavy Traffic","Dublé Almeyda","Ñuñoa","pbmi97",-33.456719,-70.596723
2128,"JAM","Standstill Traffic","Av. José Pedro Alessandri","Ñuñoa",,-33.457482,-70.597827
2129,"JAM","Standstill Traffic","Av. Pedro de Valdivia","Ñuñoa","MatamCool8",-33.459736,-70.605817
2130,"JAM","Standstill Traffic","Brown Sur","Ñuñoa","Anthon74",-33.456403,-70.592047
2131,"JAM","Standstill Traffic","Av. Alcalde Jorge Monckeberg","Ñuñoa","Pinginita",-33.457363,-70.583849
2132,"JAM","Standstill Traffic","Av. Grecia","Ñuñoa","felipitojopia",-33.462242,-70.608044
2133,"HAZARD","Car Stopped on Shoulder","Av. Simón Bolívar","Ñuñoa",,-33.449112,-70.59689
2134,"JAM","Heavy Traffic","Villaseca","Providencia",,-33.444488,-70.604459
2135,"JAM","Traffic Jam","Humberto Trucco","Ñuñoa",,-33.456698,-70.594181
2136,"JAM","Heavy Traffic","Brown Norte","Ñuñoa","pamelavalax",-33.451956,-70.591649
2137,"JAM","Traffic Jam","Av. Alcalde Jorge Monckeberg","Ñuñoa",,-33.45785,-70.583978
2138,"JAM","Heavy Traffic","Av. José Pedro Alessandri","Ñuñoa",,-33.460444,-70.59814
2139,"JAM","Heavy Traffic","Av. Alcalde Jorge Monckeberg","Ñuñoa","Pinginita",-33.458534,-70.584142
2140,"JAM","Heavy Traffic","Av. Holanda","Providencia",,-33.440607,-70.597921
2141,"JAM","Standstill Traffic","Av. Simón Bolívar","Ñuñoa",,-33.449669,-70.600682
2142,"JAM","Traffic Jam","Av. Grecia","Ñuñoa","world_0lppzfcl",-33.464703,-70.599817
2143,"POLICE","Police","Av. Pedro de Valdivia","Ñuñoa",,-33.467044,-70.606723
2144,"JAM","Standstill Traffic","Av. Diego de Almagro","Providencia",,-33.441328,-70.597958
2145,"JAM","Heavy Traffic","Exequiel Fernández","Ñuñoa",,-33.462164,-70.600146
2146,"JAM","Traffic Jam","Dublé Almeyda","Ñuñoa","world_yyyqhoss",-33.45816,-70.585011
2147,"JAM","Standstill Traffic","Av. Suecia","Providencia",,-33.442901,-70.60135
2148,"JAM","Heavy Traffic","Av. Holanda","Providencia",,-33.442504,-70.597639
2149,"JAM","Heavy Traffic","Dublé Almeyda","Ñuñoa",,-33.456684,-70.597577
2150,"JAM","Standstill Traffic","Doctor Pedro Lautaro Ferrer","Ñuñoa","FelixQNinja",-33.444891,-70.601651
2151,"JAM","Standstill Traffic","Av. José Pedro Alessandri","Ñuñoa","warlock83",-33.462888,-70.598253
2152,"JAM","Standstill Traffic","Av. Pedro de Valdivia","Ñuñoa","fsilor",-33.450031,-70.605372
2153,"JAM","Standstill Traffic","Av. José Pedro Alessandri","Ñuñoa","PalomaBravoOyarzo",-33.455357,-70.597753
2154,"JAM","Standstill Traffic","Av. Holanda","Providencia","PaulaVidalL",-33.44381,-70.597453
2155,"JAM","Heavy Traffic","Dr. Johow","Ñuñoa",,-33.463278,-70.59414
2156,"JAM","Heavy Traffic","Montenegro","Ñuñoa",,-33.440252,-70.583759
2157,"JAM","Standstill Traffic","Dr. Johow","Ñuñoa",,-33.462815,-70.59411
2158,"JAM","Standstill Traffic","Av. Campo de Deportes","Ñuñoa",,-33.454728,-70.609055
2159,"JAM","Heavy Traffic","Av. Suecia","Ñuñoa",,-33.447135,-70.600754
2160,"HAZARD","Construction","Av. Suecia","Ñuñoa",,-33.45433,-70.600013
2161,"JAM","Traffic Jam","Av. Chile - España","Ñuñoa","world_bzdnsbox",-33.447384,-70.597134
2162,"JAM","Standstill Traffic","Presidente José Batlle y Ordóñez","Ñuñoa",,-33.453313,-70.58214
2163,"JAM","Heavy Traffic","Av. Grecia","Ñuñoa","Maxfedeanais",-33.464488,-70.599776
2164,"JAM","Standstill Traffic","Av. Irarrázaval","Ñuñoa",,-33.454351,-70.603289
2165,"JAM","Traffic Jam","Santa Julia","Ñuñoa","world_vr1do7mo",-33.455986,-70.589773
2166,"JAM","Heavy Traffic","Av. José Pedro Alessandri","Ñuñoa",,-33.458695,-70.597896
2167,"JAM","Traffic Jam","Presidente José Batlle y Ordóñez","Ñuñoa",,-33.45093,-70.586396
